starting_side; map_result; opposing_team_name; map_name; map_pick; player1; player2; player3; player4; player5; scoreline; overtime;match_length; date_of_match; event_name; vod_link;
Defense;W;REPLY TOTEM;Ascent;CGN Esports;SEIDER;Dawn;amp;MALFOy;bishop;13:6;False;37:47;Saturday, January 16th, 7:00 PM CET;LVP Rising Series #1;url.net;
Attack;W;REPLY TOTEM;Bind;CGN Esports;SEIDER;Dawn;amp;MALFOy;bishop;13:10;False;45:34;Saturday, January 16th, 7:00 PM CET;LVP Rising Series #1;url.net;
Attack;L;forZe;Bind;Decider;SEIDER;Dawn;MALFOy;bishop;amp;6:13;False;35:25;Tuesday, January 19th, 7:15 PM CET;LVP Rising Series #1;url.net;
Defense;L;Don't Even Ask;Ascent;Decider;bishop;amp;MALFOy;Dawn;SEIDER;10:13;False;43:52;Tuesday, January 19th, 10:00 PM CET;LVP Rising Series #1;https://www.twitch.tv/videos/879805775?t=4h41m51s;
Defense;W;SIGN US;Split;Decider;Dawn;MALFOy;amp;SEIDER;bishop;13:10;False;44:37;Saturday, January 23rd, 3:15 PM CET;Red Bull Home Ground;url.net;
Defense;W;Anatolia Esports;Ascent;Decider;SEIDER;MALFOy;Dawn;amp;bishop;13:0;False;24:06;Saturday, January 23rd, 4:45 PM CET;Red Bull Home Ground;url.net;
Attack;W;Warriors;Ascent;Decider;bishop;amp;Dawn;MALFOy;SEIDER;13:9;False;48:58;Saturday, January 23rd, 6:00 PM CET;Red Bull Home Ground;url.net;
Attack;W;BIG;Ascent;CGN Esports;SEIDER;amp;bishop;Dawn;MALFOy;13:9;False;47:42;Sunday, January 24th, 12:20 PM CET;Red Bull Home Ground;https://www.twitch.tv/videos/886164226?t=0h1m41s;
Defense;L;BIG;Haven;CGN Esports;SEIDER;amp;bishop;Dawn;MALFOy;3:13;False;35:44;Sunday, January 24th, 12:20 PM CET;Red Bull Home Ground;https://www.twitch.tv/videos/886164226?t=0h1m41s;
Defense;L;BIG;Split;CGN Esports;SEIDER;amp;bishop;Dawn;MALFOy;9:13;False;43:38;Sunday, January 24th, 12:20 PM CET;Red Bull Home Ground;https://www.twitch.tv/videos/886164226?t=0h1m41s;
Attack;L;Wave Esports;Bind;CGN Esports;amp;bishop;MALFOy;l0udly;SEIDER;9:13;False;37:53;Friday, February 5th, 6:00 PM CET;Champions Tour Europe Stage 1: Challengers 1;url.net;
Defense;L;Wave Esports;Haven;CGN Esports;amp;bishop;MALFOy;l0udly;SEIDER;2:13;False;26:29;Friday, February 5th, 6:00 PM CET;Champions Tour Europe Stage 1: Challengers 1;url.net;
Defense;L;Wave Esports;Breeze;CGN Esports;Leon;Shazeon;Luc1d;xTribune;BennY;5:13;False;34:27;Tuesday, June 29th, 9:00 PM CEST;Champions Tour Europe Stage 3: Challengers 1;url.net;
Attack;L;Wave Esports;Bind;CGN Esports;Leon;Shazeon;Luc1d;xTribune;BennY;14:16;True;1:03:39;Tuesday, June 29th, 9:00 PM CEST;Champions Tour Europe Stage 3: Challengers 1;url.net;
Defense;L;Wave Esports;Haven;CGN Esports;BennY;xTribune;Luc1d;Leon;Shazeon;3:13;False;32:22;Saturday, August 7th, 6:00 PM CEST;Kingdom Calling #3;url.net;
Attack;L;Wave Esports;Bind;CGN Esports;BennY;xTribune;Luc1d;Leon;Shazeon;1:13;False;14:46;Saturday, August 7th, 6:00 PM CEST;Kingdom Calling #3;url.net;
Attack;L;IVY;Bind;IVY;BennY;Shazeon;Luc1d;Leon;xTribune;4:13;False;37:41;Sunday, August 8th, 6:00 PM CEST;Kingdom Calling #3;https://www.twitch.tv/videos/1112082903?t=00h45m39s;
Defense;W;IVY;Haven;IVY;BennY;Shazeon;Luc1d;Leon;xTribune;13:11;False;43:30;Sunday, August 8th, 6:00 PM CEST;Kingdom Calling #3;https://www.twitch.tv/videos/1112082903?t=00h45m39s;
