starting_side; map_result; opposing_team_name; map_name; map_pick; player1; player2; player3; player4; player5; scoreline; overtime;match_length; date_of_match; event_name; vod_link;
Attack;L;ALFA Esport;Bind;Cyber Skull Esports;Darrick;sian;Kuzuur;XOD1AC;Mykoz;11:13;False;52:42;Friday, February 12th, 7:00 PM CET;Champions Tour Turkey Stage 1: Challengers 1;url.net;
Attack;L;BBL Esports;Icebox;Cyber Skull Esports;Kuzuur;sian;XOD1AC;Mykoz;Darrick;8:13;False;38:30;Saturday, March 13th, 7:30 PM CET;Champions Tour Turkey Stage 1: Masters;https://www.twitch.tv/videos/947777866?t=4h54m5s;
Defense;L;BBL Esports;Ascent;Cyber Skull Esports;Kuzuur;sian;XOD1AC;Mykoz;Darrick;4:13;False;36:57;Saturday, March 13th, 7:30 PM CET;Champions Tour Turkey Stage 1: Masters;https://www.twitch.tv/videos/947777866?t=4h54m5s;
Attack;W;OtherSide;Haven;Cyber Skull Esports;XOD1AC;sian;Kuzuur;Darrick;Mykoz;13:11;False;49:19;Sunday, March 14th, 7:00 PM CET;Champions Tour Turkey Stage 1: Masters;https://www.twitch.tv/videos/949102890?t=4h30m7s;
Attack;W;OtherSide;Icebox;OtherSide;XOD1AC;sian;Kuzuur;Darrick;Mykoz;13:7;False;38:18;Sunday, March 14th, 7:00 PM CET;Champions Tour Turkey Stage 1: Masters;https://www.twitch.tv/videos/949102890?t=4h30m7s;
Attack;L;BBL Esports;Icebox;Cyber Skull Esports;Kuzuur;Mykoz;sian;Darrick;XOD1AC;11:13;False;48:57;Friday, March 19th, 7:00 PM CET;Champions Tour Turkey Stage 1: Masters;https://www.twitch.tv/videos/955073602?t=4h9m33s;
Defense;L;BBL Esports;Bind;BBL Esports;Kuzuur;Mykoz;sian;Darrick;XOD1AC;6:13;False;38:58;Friday, March 19th, 7:00 PM CET;Champions Tour Turkey Stage 1: Masters;https://www.twitch.tv/videos/955073602?t=4h9m33s;
Defense;L;BBL Esports;Ascent;BBL Esports;XOD1AC;Darrick;sian;Mykoz;Kuzuur;13:15;True;59:34;Monday, April 12th, 8:40 PM CEST;Champions Tour Turkey Stage 2: Challengers 2;https://www.twitch.tv/videos/984840032?t=4h42m13s;
Attack;L;BBL Esports;Icebox;BBL Esports;XOD1AC;Darrick;sian;Mykoz;Kuzuur;11:13;False;48:23;Monday, April 12th, 8:40 PM CEST;Champions Tour Turkey Stage 2: Challengers 2;https://www.twitch.tv/videos/984840032?t=4h42m13s;
Attack;L;Anatolia Esports;Haven;Cyber Skull Esports;sian;Darrick;XOD1AC;Mykoz;Kuzuur;10:13;False;48:17;Friday, April 16th, 7:45 PM CEST;Champions Tour Turkey Stage 2: Challengers 2;https://www.twitch.tv/videos/989506284?t=03h48m53s;
Defense;L;Anatolia Esports;Bind;Anatolia Esports;sian;Darrick;XOD1AC;Mykoz;Kuzuur;9:13;False;45:15;Friday, April 16th, 7:45 PM CEST;Champions Tour Turkey Stage 2: Challengers 2;https://www.twitch.tv/videos/989506284?t=03h48m53s;
Defense;L;COUSINS;Haven;Cyber Skull Esports;TARDUU;erennTT;Chironed;FushioN;despe;11:13;False;53:42;Wednesday, July 21st, 5:00 PM CEST;Champions Tour Turkey Stage 3: Challengers 2;https://www.twitch.tv/videos/1093552676?t=00h20m05s;
Attack;L;COUSINS;Split;Cyber Skull Esports;TARDUU;erennTT;Chironed;despe;11:13;False;52:29;Wednesday, July 21st, 5:00 PM CEST;Champions Tour Turkey Stage 3: Challengers 2;https://www.twitch.tv/videos/1093552676?t=00h20m05s;
