starting_side; map_result; opposing_team_name; map_name; map_pick; player1; player2; player3; player4; player5; scoreline; overtime;match_length; date_of_match; event_name; vod_link;
Attack;W;Fancy United Esports;Ascent;YAMAGAN;BOSS;JohnnyP;ViV;SonKeke;Slowz;13:10;False;54:03;Tuesday, April 20th, 4:00 PM CEST;Champions Tour Vietnam Stage 2: Challengers;url.net;
Attack;L;Fancy United Esports;Bind;YAMAGAN;BOSS;JohnnyP;ViV;SonKeke;Slowz;8:13;False;40:53;Tuesday, April 20th, 4:00 PM CEST;Champions Tour Vietnam Stage 2: Challengers;url.net;
Defense;W;Fancy United Esports;Haven;YAMAGAN;BOSS;JohnnyP;ViV;SonKeke;Slowz;13:11;False;49:40;Tuesday, April 20th, 4:00 PM CEST;Champions Tour Vietnam Stage 2: Challengers;url.net;
Attack;W;FEARUS;Ascent;YAMAGAN;JohnnyP;BOSS;Slowz;SonKeke;ViV;13:8;False;45:38;Wednesday, April 21st, 5:30 PM CEST;Champions Tour Vietnam Stage 2: Challengers;url.net;
Defense;L;FEARUS;Bind;YAMAGAN;JohnnyP;BOSS;Slowz;SonKeke;ViV;7:13;False;36:01;Wednesday, April 21st, 5:30 PM CEST;Champions Tour Vietnam Stage 2: Challengers;url.net;
Defense;W;FEARUS;Haven;YAMAGAN;JohnnyP;BOSS;Slowz;SonKeke;ViV;14:12;True;52:48;Wednesday, April 21st, 5:30 PM CEST;Champions Tour Vietnam Stage 2: Challengers;url.net;
Defense;L;CERBERUS Esports;Bind;YAMAGAN;JohnnyP;Slowz;BOSS;ViV;SonKeke;13:15;True;47:45;Saturday, April 24th, 9:00 AM CEST;Champions Tour Vietnam Stage 2: Challengers;url.net;
Attack;W;CERBERUS Esports;Split;YAMAGAN;JohnnyP;Slowz;BOSS;ViV;SonKeke;13:11;False;46:38;Saturday, April 24th, 9:00 AM CEST;Champions Tour Vietnam Stage 2: Challengers;url.net;
Defense;L;CERBERUS Esports;Haven;YAMAGAN;JohnnyP;Slowz;BOSS;ViV;SonKeke;7:13;False;39:55;Saturday, April 24th, 9:00 AM CEST;Champions Tour Vietnam Stage 2: Challengers;url.net;
Defense;W;FEARUS;Ascent;FEARUS;SonKeke;BOSS;JohnnyP;Slowz;ViV;13:6;False;38:00;Saturday, April 24th, 1:30 PM CEST;Champions Tour Vietnam Stage 2: Challengers;url.net;
Attack;L;FEARUS;Bind;FEARUS;SonKeke;BOSS;JohnnyP;Slowz;ViV;7:13;False;41:37;Saturday, April 24th, 1:30 PM CEST;Champions Tour Vietnam Stage 2: Challengers;url.net;
Attack;L;FEARUS;Haven;FEARUS;SonKeke;BOSS;JohnnyP;Slowz;ViV;11:13;False;56:20;Saturday, April 24th, 1:30 PM CEST;Champions Tour Vietnam Stage 2: Challengers;url.net;
Defense;L;Fancy United Esports;Bind;Fancy United Esports;BMV;Nh0zKon;JohnnyP;Loco;Sozi;2:13;False;31:21;Thursday, July 22nd, 11:00 AM CEST;Champions Tour Vietnam Stage 3: Challengers 2;url.net;
Defense;L;Fancy United Esports;Haven;Fancy United Esports;BMV;Nh0zKon;Loco;Sozi;BOSS;8:13;False;44:59;Thursday, July 22nd, 11:00 AM CEST;Champions Tour Vietnam Stage 3: Challengers 2;url.net;
Attack;W;TiAMAT;Ascent;TiAMAT;Nh0zKon;JohnnyP;Loco;BMV;Sozi;13:7;False;37:31;Friday, July 23rd, 11:00 AM CEST;Champions Tour Vietnam Stage 3: Challengers 2;url.net;
Attack;W;TiAMAT;Haven;YAMAGAN;Nh0zKon;JohnnyP;Loco;BMV;ViV;13:4;False;29:21;Friday, July 23rd, 11:00 AM CEST;Champions Tour Vietnam Stage 3: Challengers 2;url.net;
Defense;W;Kantic Gaming;Bind;Kantic Gaming;Loco;Nh0zKon;JohnnyP;BMV;ViV;14:12;True;1:17:40;Saturday, July 24th, 1:45 PM CEST;Champions Tour Vietnam Stage 3: Challengers 2;url.net;
Defense;W;Kantic Gaming;Ascent;YAMAGAN;Loco;Nh0zKon;BMV;ViV;Sozi;13:9;False;58:22;Saturday, July 24th, 1:45 PM CEST;Champions Tour Vietnam Stage 3: Challengers 2;url.net;
Defense;L;EGO;Bind;YAMAGAN;Nh0zKon;ViV;Loco;Sozi;BMV;10:13;False;48:58;Thursday, August 5th, 5:00 PM CEST;Champions Tour Vietnam Stage 3: Challengers 3;url.net;
Defense;L;EGO;Haven;YAMAGAN;Nh0zKon;ViV;Loco;Sozi;BMV;4:13;False;28:55;Thursday, August 5th, 5:00 PM CEST;Champions Tour Vietnam Stage 3: Challengers 3;url.net;
Defense;W;Innocent Cats Esports;Icebox;Innocent Cats Esports;ViV;Sozi;Nh0zKon;BMV;Loco;13:11;False;44:21;Friday, August 6th, 12:15 PM CEST;Champions Tour Vietnam Stage 3: Challengers 3;https://www.youtube.com/watch?v=XZ03FNXvbWE&list=PLwqsbe7cBAGpyUJAwd6MuVkKsgR9eZNBt&index=8;
Defense;W;Innocent Cats Esports;Ascent;Innocent Cats Esports;ViV;Sozi;Nh0zKon;BMV;Loco;13:2;False;25:08;Friday, August 6th, 12:15 PM CEST;Champions Tour Vietnam Stage 3: Challengers 3;https://www.youtube.com/watch?v=TG2pfwofL6c&list=PLwqsbe7cBAGpyUJAwd6MuVkKsgR9eZNBt&index=7;
Attack;L;HE Gaming;Bind;YAMAGAN;BMV;JohnnyP;Nh0zKon;Loco;ViV;13:15;True;57:18;Saturday, August 7th, 1:00 PM CEST;Champions Tour Vietnam Stage 3: Challengers 3;url.net;
Attack;W;HE Gaming;Icebox;HE Gaming;BMV;Nh0zKon;Loco;ViV;Sozi;13:7;False;34:29;Saturday, August 7th, 1:00 PM CEST;Champions Tour Vietnam Stage 3: Challengers 3;url.net;
Defense;W;HE Gaming;Ascent;YAMAGAN;BMV;Nh0zKon;Loco;ViV;Sozi;13:2;False;28:37;Saturday, August 7th, 1:00 PM CEST;Champions Tour Vietnam Stage 3: Challengers 3;url.net;
Attack;W;Fancy United Esports;Ascent;YAMAGAN;Nh0zKon;ViV;BMV;Sozi;Loco;13:7;False;38:17;Saturday, August 7th, 5:00 PM CEST;Champions Tour Vietnam Stage 3: Challengers 3;url.net;
