map_result; agent; rating; acs; kills; deaths; assists; kast; adr; hs_percent; fk; fd; team;
L;Sova;0.93;187;18;19;4;62%;119;24%;0;1;QQQ;
W;Sova;1.16;202;22;20;14;63%;144;41%;4;0;QQQ;
L;Killjoy;0.73;159;11;16;4;48%;102;22%;2;3;QQQ;
W;Sova;1.19;216;13;11;10;74%;141;25%;1;3;QQQ;
W;Sova;1.29;217;15;10;6;88%;130;21%;1;1;QQQ;
W;Sova;0.82;190;14;20;8;67%;123;20%;1;2;QQQ;
L;Sova;0.76;153;12;17;5;68%;113;30%;2;5;QQQ;
L;Killjoy;0.75;143;11;17;0;70%;79;21%;2;2;QQQ;
